gender,age,time
MALE,23,14:51:24
MALE,35,14:51:54
MALE,28,14:52:25
MALE,19,14:52:55
MALE,23,14:54:13
MALE,36,14:54:43
MALE,33,14:55:14
MALE,21,14:55:44
MALE,24,14:56:15
MALE,23,14:56:45
MALE,3,14:56:45
MALE,26,14:58:37
MALE,42,14:59:07
