gender,age,time
M,(19- 22),15:46:00
M,(19- 22),15:46:03
M,(19- 22),15:46:06
M,(19- 22),15:46:10
M,(19- 22),15:46:13
M,(19- 22),15:46:16
M,(19- 22),15:46:20
M,(23-29),15:46:23
